Material, D [mm], U [cm/s], Direction, H [mm], Mean Force [mN], Error [mN] 
Agar, 12.7, 26.22, Ascending, 1.125000e+01, 3.685564e+00, 1.576455e-01 
Agar, 12.7, 26.22, Ascending, 1.150000e+01, 3.732967e+00, 1.527499e-01 
Agar, 12.7, 26.22, Ascending, 1.175000e+01, 3.736373e+00, 1.566501e-01 
Agar, 12.7, 26.22, Ascending, 012, 3.744291e+00, 1.544925e-01 
Agar, 12.7, 26.22, Ascending, 1.225000e+01, 3.696462e+00, 1.513820e-01 
Agar, 12.7, 26.22, Ascending, 1.250000e+01, 3.688084e+00, 1.607991e-01 
Agar, 12.7, 26.22, Ascending, 1.275000e+01, 3.656184e+00, 1.567663e-01 
Agar, 12.7, 26.22, Ascending, 013, 3.656266e+00, 1.559851e-01 
Agar, 12.7, 26.22, Ascending, 1.325000e+01, 3.586708e+00, 1.536440e-01 
Agar, 12.7, 26.22, Ascending, 1.350000e+01, 3.485804e+00, 1.557602e-01 
Agar, 12.7, 26.22, Ascending, 1.375000e+01, 3.402052e+00, 1.565642e-01 
Agar, 12.7, 26.22, Ascending, 014, 3.331213e+00, 1.549601e-01 
Agar, 12.7, 26.22, Ascending, 1.425000e+01, 3.255887e+00, 1.529211e-01 
Agar, 12.7, 26.22, Ascending, 1.450000e+01, 3.207490e+00, 1.548583e-01 
Agar, 12.7, 26.22, Ascending, 1.475000e+01, 3.183119e+00, 1.523181e-01 
Agar, 12.7, 26.22, Ascending, 015, 3.175463e+00, 1.530094e-01 
Agar, 12.7, 26.22, Ascending, 1.525000e+01, 3.085453e+00, 1.506451e-01 
Agar, 12.7, 26.22, Ascending, 1.550000e+01, 3.003119e+00, 1.533836e-01 
Agar, 12.7, 26.22, Ascending, 1.575000e+01, 2.885840e+00, 1.575707e-01 
Agar, 12.7, 26.22, Ascending, 016, 2.755724e+00, 1.522820e-01 
Agar, 12.7, 26.22, Ascending, 1.625000e+01, 2.671934e+00, 1.526652e-01 
Agar, 12.7, 26.22, Ascending, 1.650000e+01, 2.633229e+00, 1.514655e-01 
Agar, 12.7, 26.22, Ascending, 1.675000e+01, 2.602939e+00, 1.513140e-01 
Agar, 12.7, 26.22, Ascending, 017, 2.549455e+00, 1.516858e-01 
Agar, 12.7, 26.22, Ascending, 1.725000e+01, 2.473794e+00, 1.503568e-01 
Agar, 12.7, 26.22, Ascending, 1.750000e+01, 2.416956e+00, 1.506042e-01 
Agar, 12.7, 26.22, Ascending, 1.775000e+01, 2.385312e+00, 1.490326e-01 
Agar, 12.7, 26.22, Ascending, 018, 2.372794e+00, 1.493524e-01 
Agar, 12.7, 26.22, Ascending, 1.825000e+01, 2.331059e+00, 1.507235e-01 
Agar, 12.7, 26.22, Ascending, 1.850000e+01, 2.303161e+00, 1.521224e-01 
Agar, 12.7, 26.22, Ascending, 1.875000e+01, 2.278439e+00, 1.501595e-01 
Agar, 12.7, 26.22, Ascending, 019, 2.261614e+00, 1.521330e-01 
Agar, 12.7, 26.22, Ascending, 1.925000e+01, 2.248808e+00, 1.506196e-01 
Agar, 12.7, 26.22, Ascending, 1.950000e+01, 2.208007e+00, 1.507721e-01 
Agar, 12.7, 26.22, Ascending, 1.975000e+01, 2.191849e+00, 1.519371e-01 
Agar, 12.7, 26.22, Ascending, 020, 2.179817e+00, 1.519492e-01 
Agar, 12.7, 26.22, Ascending, 2.025000e+01, 2.149924e+00, 1.505523e-01 
Agar, 12.7, 26.22, Ascending, 2.050000e+01, 2.141636e+00, 1.529292e-01 
Agar, 12.7, 26.22, Ascending, 2.075000e+01, 2.118078e+00, 1.523632e-01 
Agar, 12.7, 26.22, Ascending, 021, 2.122048e+00, 1.553558e-01 
Agar, 12.7, 26.22, Ascending, 2.125000e+01, 2.106208e+00, 1.545542e-01 
Agar, 12.7, 26.22, Ascending, 2.150000e+01, 2.078550e+00, 1.526240e-01 
Agar, 12.7, 26.22, Ascending, 2.175000e+01, 2.080360e+00, 1.553191e-01 
Agar, 12.7, 26.22, Ascending, 022, 2.084217e+00, 1.532054e-01 
Agar, 12.7, 26.22, Ascending, 2.225000e+01, 2.075634e+00, 1.553090e-01 
Agar, 12.7, 26.22, Ascending, 2.250000e+01, 2.057998e+00, 1.528420e-01 
Agar, 12.7, 26.22, Ascending, 2.275000e+01, 2.068423e+00, 1.547848e-01 
Agar, 12.7, 26.22, Ascending, 023, 2.064284e+00, 1.551188e-01 
Agar, 12.7, 26.22, Ascending, 2.325000e+01, 2.058275e+00, 1.568232e-01 
Agar, 12.7, 26.22, Ascending, 2.350000e+01, 2.050472e+00, 1.562091e-01 
Agar, 12.7, 26.22, Ascending, 2.375000e+01, 2.048187e+00, 1.537669e-01 
Agar, 12.7, 26.22, Ascending, 024, 2.027872e+00, 1.543460e-01 
Agar, 12.7, 26.22, Ascending, 2.425000e+01, 2.034028e+00, 1.565273e-01 
Agar, 12.7, 26.22, Ascending, 2.450000e+01, 2.011322e+00, 1.550435e-01 
Agar, 12.7, 26.22, Ascending, 2.475000e+01, 2.019034e+00, 1.531944e-01 
Agar, 12.7, 26.22, Ascending, 025, 2.007324e+00, 1.587971e-01 
Agar, 12.7, 26.22, Ascending, 2.525000e+01, 2.008920e+00, 1.514071e-01 
Agar, 12.7, 26.22, Ascending, 2.550000e+01, 1.995148e+00, 1.535896e-01 
Agar, 12.7, 26.22, Ascending, 2.575000e+01, 1.979576e+00, 1.535496e-01 
Agar, 12.7, 26.22, Ascending, 026, 1.978423e+00, 1.541475e-01 
Agar, 12.7, 26.22, Ascending, 2.625000e+01, 1.988022e+00, 1.534215e-01 
Agar, 12.7, 26.22, Ascending, 2.650000e+01, 1.970507e+00, 1.513390e-01 
Agar, 12.7, 26.22, Ascending, 2.675000e+01, 1.959945e+00, 1.518178e-01 
Agar, 12.7, 26.22, Ascending, 027, 1.969086e+00, 1.548088e-01 
Agar, 12.7, 26.22, Ascending, 2.725000e+01, 1.968611e+00, 1.527953e-01 
Agar, 12.7, 26.22, Ascending, 2.750000e+01, 1.967242e+00, 1.519046e-01 
