Material, D [mm], U [cm/s], Direction, H [mm], Mean Force [mN], Error [mN] 
Acrylic, 1.270000e+01, 26.22, Ascending, 3.750000e+00, 6.005212e-01, 1.494277e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 004, 6.266897e-01, 1.499411e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 4.250000e+00, 6.545860e-01, 1.512216e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 4.500000e+00, 7.172459e-01, 1.494831e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 4.750000e+00, 7.157406e-01, 1.571705e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 005, 7.621933e-01, 1.570679e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 5.250000e+00, 8.085021e-01, 1.577416e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 5.500000e+00, 9.150219e-01, 1.559421e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 5.750000e+00, 1.000289e+00, 1.601819e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 006, 1.085781e+00, 1.553250e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 6.250000e+00, 1.171035e+00, 1.582525e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 6.500000e+00, 1.267213e+00, 1.561115e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 6.750000e+00, 1.360987e+00, 1.564822e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 007, 1.462734e+00, 1.573457e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 7.250000e+00, 1.569816e+00, 1.578828e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 7.500000e+00, 1.670490e+00, 1.544599e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 7.750000e+00, 1.777816e+00, 1.548195e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 008, 1.897993e+00, 1.574581e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 8.250000e+00, 2.018433e+00, 1.590353e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 8.500000e+00, 2.131564e+00, 1.519507e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 8.750000e+00, 2.262140e+00, 1.553881e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 009, 2.433574e+00, 1.578482e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 9.250000e+00, 2.535828e+00, 1.548498e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 9.500000e+00, 2.749006e+00, 1.590333e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 9.750000e+00, 2.879908e+00, 1.581126e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 010, 3.038144e+00, 1.625215e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.025000e+01, 3.151922e+00, 1.532293e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.050000e+01, 3.327683e+00, 1.533031e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.075000e+01, 3.532971e+00, 1.574332e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 011, 3.602433e+00, 1.508279e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.125000e+01, 3.693949e+00, 1.493778e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.150000e+01, 3.713863e+00, 1.618977e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.175000e+01, 3.764160e+00, 1.554707e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 012, 3.712230e+00, 1.615678e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.225000e+01, 3.690703e+00, 1.564339e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.250000e+01, 3.695731e+00, 1.591207e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.275000e+01, 3.673677e+00, 1.560008e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 013, 3.654651e+00, 1.553491e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.325000e+01, 3.642122e+00, 1.537921e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.350000e+01, 3.544738e+00, 1.590168e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.375000e+01, 3.449556e+00, 1.603564e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 014, 3.358302e+00, 1.553946e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.425000e+01, 3.296707e+00, 1.587808e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.450000e+01, 3.232822e+00, 1.586507e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.475000e+01, 3.225203e+00, 1.540473e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 015, 3.118992e+00, 1.597679e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.525000e+01, 3.104555e+00, 1.574884e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.550000e+01, 2.979065e+00, 1.574407e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.575000e+01, 2.859511e+00, 1.538592e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 016, 2.747567e+00, 1.576276e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.625000e+01, 2.701077e+00, 1.559224e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.650000e+01, 2.620487e+00, 1.568532e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.675000e+01, 2.585876e+00, 1.599623e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 017, 2.533615e+00, 1.547409e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.725000e+01, 2.475447e+00, 1.601501e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.750000e+01, 2.435531e+00, 1.543316e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.775000e+01, 2.411624e+00, 1.603040e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 018, 2.370489e+00, 1.614635e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.825000e+01, 2.358669e+00, 1.588059e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.850000e+01, 2.315680e+00, 1.603916e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.875000e+01, 2.300502e+00, 1.623390e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 019, 2.280396e+00, 1.561290e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.925000e+01, 2.243904e+00, 1.587828e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.950000e+01, 2.220259e+00, 1.580115e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 1.975000e+01, 2.202157e+00, 1.618985e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 020, 2.178143e+00, 1.605163e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.025000e+01, 2.140240e+00, 1.600696e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.050000e+01, 2.161726e+00, 1.594373e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.075000e+01, 2.132135e+00, 1.594669e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 021, 2.102280e+00, 1.574658e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.125000e+01, 2.133005e+00, 1.599740e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.150000e+01, 2.093688e+00, 1.582877e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.175000e+01, 2.082115e+00, 1.570477e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 022, 2.084191e+00, 1.572487e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.225000e+01, 2.072458e+00, 1.572617e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.250000e+01, 2.065396e+00, 1.548798e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.275000e+01, 2.076220e+00, 1.575732e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 023, 2.051635e+00, 1.588897e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.325000e+01, 2.053023e+00, 1.565334e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.350000e+01, 2.060408e+00, 1.554342e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.375000e+01, 2.041744e+00, 1.581837e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 024, 2.055129e+00, 1.577139e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.425000e+01, 2.037435e+00, 1.573715e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.450000e+01, 2.044222e+00, 1.575402e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.475000e+01, 2.029312e+00, 1.541811e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 025, 2.015029e+00, 1.528896e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.525000e+01, 2.006252e+00, 1.566527e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.550000e+01, 1.983017e+00, 1.555132e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.575000e+01, 1.978781e+00, 1.548656e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 026, 1.978586e+00, 1.554589e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.625000e+01, 1.972928e+00, 1.538711e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.650000e+01, 1.962846e+00, 1.542690e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.675000e+01, 1.953556e+00, 1.574170e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 027, 1.965362e+00, 1.518705e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.725000e+01, 1.954172e+00, 1.541479e-01 
Acrylic, 1.270000e+01, 26.22, Ascending, 2.750000e+01, 1.938211e+00, 1.521875e-01 
